UID	common_name
NCBIGENE:1508	CTSB
NCBIGENE:79001	VKORC1
NCBIGENE:51663	ZFR
NCBIGENE:9493	KIF23
NCBIGENE:3040	HBA2
NCBIGENE:196527	ANO6
NCBIGENE:3039	HBA1
NCBIGENE:3835	KIF22
NCBIGENE:79258	MMEL1
NCBIGENE:203859	ANO5
NCBIGENE:63982	ANO3
NCBIGENE:2516	NR5A1
NCBIGENE:4179	CD46
NCBIGENE:8675	STX16
NCBIGENE:164656	TMPRSS6
NCBIGENE:64699	TMPRSS3
NCBIGENE:6718	AKR1D1
NCBIGENE:56649	TMPRSS4
NCBIGENE:1412	CRYBA2
NCBIGENE:331	XIAP
NCBIGENE:1411	CRYBA1
NCBIGENE:1413	CRYBA4
NCBIGENE:8676	STX11
NCBIGENE:2817	GPC1
NCBIGENE:5393	EXOSC9
NCBIGENE:11340	EXOSC8
NCBIGENE:2719	GPC3
NCBIGENE:3299	HSF4
NCBIGENE:966	CD59
NCBIGENE:2239	GPC4
NCBIGENE:51010	EXOSC3
NCBIGENE:5063	PAK3
NCBIGENE:10082	GPC6
NCBIGENE:23404	EXOSC2
NCBIGENE:1604	CD55
NCBIGENE:22948	CCT5
NCBIGENE:970	CD70
NCBIGENE:375748	ERCC6L2
NCBIGENE:1414	CRYBB1
NCBIGENE:1417	CRYBB3
NCBIGENE:142678	MIB2
NCBIGENE:1415	CRYBB2
NCBIGENE:1646	AKR1C2
NCBIGENE:1109	AKR1C4
NCBIGENE:3492	IGH
NCBIGENE:57534	MIB1
NCBIGENE:91662	NLRP12
NCBIGENE:283417	DPY19L2
NCBIGENE:112744	IL17F
NCBIGENE:950	SCARB2
NCBIGENE:1798	DPAGT1
NCBIGENE:64421	DCLRE1C
NCBIGENE:975	CD81
NCBIGENE:3549	IHH
NCBIGENE:23732	FRRS1L
NCBIGENE:3798	KIF5A
NCBIGENE:6335	SCN9A
NCBIGENE:2033	EP300
NCBIGENE:2678	GGT1
NCBIGENE:6305	SBF1
NCBIGENE:196528	ARID2
NCBIGENE:8787	RGS9
NCBIGENE:81846	SBF2
NCBIGENE:84623	KIRREL3
NCBIGENE:10225	CD96
NCBIGENE:10463	SLC30A9
NCBIGENE:2539	G6PD
NCBIGENE:2538	G6PC
NCBIGENE:4143	MAT1A
NCBIGENE:4281	MID1
NCBIGENE:5618	PRLR
NCBIGENE:55210	ATAD3A
NCBIGENE:11043	MID2
NCBIGENE:79823	CAMKMT
NCBIGENE:925	CD8A
NCBIGENE:6334	SCN8A
NCBIGENE:2819	GPD1
NCBIGENE:285489	DOK7
NCBIGENE:51119	SBDS
NCBIGENE:10747	MASP2
NCBIGENE:5648	MASP1
NCBIGENE:5718	PSMD12
NCBIGENE:6505	SLC1A1
NCBIGENE:8858	PROZ
NCBIGENE:5664	PSEN2
NCBIGENE:6506	SLC1A2
NCBIGENE:6507	SLC1A3
NCBIGENE:6509	SLC1A4
NCBIGENE:5663	PSEN1
NCBIGENE:10235	RASGRP2
NCBIGENE:10125	RASGRP1
NCBIGENE:26092	TOR1AIP1
NCBIGENE:6708	SPTA1
NCBIGENE:1583	CYP11A1
NCBIGENE:10522	DEAF1
NCBIGENE:4867	NPHP1
NCBIGENE:27031	NPHP3
NCBIGENE:23261	CAMTA1
NCBIGENE:261734	NPHP4
NCBIGENE:4729	NDUFV2
NCBIGENE:7471	WNT1
NCBIGENE:4723	NDUFV1
NCBIGENE:7473	WNT3
NCBIGENE:54361	WNT4
NCBIGENE:5630	PRPH
NCBIGENE:2224	FDPS
NCBIGENE:5621	PRNP
NCBIGENE:3048	HBG2
NCBIGENE:3047	HBG1
NCBIGENE:9636	ISG15
NCBIGENE:22845	DOLK
NCBIGENE:3624	INHBA
NCBIGENE:5860	QDPR
NCBIGENE:3569	IL6
NCBIGENE:5624	PROC
NCBIGENE:1289	COL5A1
NCBIGENE:1585	CYP11B2
NCBIGENE:3574	IL7
NCBIGENE:1584	CYP11B1
NCBIGENE:1290	COL5A2
NCBIGENE:8301	PICALM
NCBIGENE:8653	DDX3Y
NCBIGENE:1654	DDX3X
NCBIGENE:5589	PRKCSH
NCBIGENE:51428	DDX41
NCBIGENE:27125	AFF4
NCBIGENE:10243	GPHN
NCBIGENE:4299	AFF1
NCBIGENE:2334	AFF2
NCBIGENE:6103	RPGR
NCBIGENE:23636	NUP62
NCBIGENE:6331	SCN5A
NCBIGENE:91179	SCARF2
NCBIGENE:83479	DDX59
NCBIGENE:5449	POU1F1
NCBIGENE:23586	DDX58
NCBIGENE:5321	PLA2G4A
NCBIGENE:84930	MASTL
NCBIGENE:57102	C12ORF4
NCBIGENE:1462	VCAN
NCBIGENE:55788	LMBRD1
NCBIGENE:1385	CREB1
NCBIGENE:4728	NDUFS8
NCBIGENE:374291	NDUFS7
NCBIGENE:4726	NDUFS6
NCBIGENE:4724	NDUFS4
NCBIGENE:4722	NDUFS3
NCBIGENE:4720	NDUFS2
NCBIGENE:4719	NDUFS1
NCBIGENE:6329	SCN4A
NCBIGENE:22917	ZP1
NCBIGENE:7784	ZP3
NCBIGENE:6330	SCN4B
NCBIGENE:7783	ZP2
NCBIGENE:1639	DCTN1
NCBIGENE:51164	DCTN4
NCBIGENE:5073	PARN
NCBIGENE:25939	SAMHD1
NCBIGENE:2055	CLN8
NCBIGENE:1181	CLCN2
NCBIGENE:6795	AURKC
NCBIGENE:1180	CLCN1
NCBIGENE:5744	PTHLH
NCBIGENE:54982	CLN6
NCBIGENE:1203	CLN5
NCBIGENE:3630	INS
NCBIGENE:220202	ATOH7
NCBIGENE:1201	CLN3
NCBIGENE:79827	CLMP
NCBIGENE:4144	MAT2A
NCBIGENE:79628	SH3TC2
NCBIGENE:2591	GALNT3
NCBIGENE:1186	CLCN7
NCBIGENE:5602	MAPK10
NCBIGENE:22934	RPIA
NCBIGENE:1184	CLCN5
NCBIGENE:1183	CLCN4
NCBIGENE:1591	CYP24A1
NCBIGENE:4868	NPHS1
NCBIGENE:7827	NPHS2
NCBIGENE:83449	PMFBP1
NCBIGENE:51360	MBTPS2
NCBIGENE:79023	NUP37
NCBIGENE:26999	CYFIP2
NCBIGENE:5925	RB1
NCBIGENE:6125	RPL5
NCBIGENE:81570	CLPB
NCBIGENE:8295	TRRAP
NCBIGENE:1303	COL12A1
NCBIGENE:5054	SERPINE1
NCBIGENE:30062	RAX
NCBIGENE:2780	GNAT2
NCBIGENE:64321	SOX17
NCBIGENE:10978	CLP1
NCBIGENE:54345	SOX18
NCBIGENE:2232	FDXR
NCBIGENE:3199	HOXA2
NCBIGENE:3198	HOXA1
NCBIGENE:2779	GNAT1
NCBIGENE:4358	MPV17
NCBIGENE:124454	EARS2
NCBIGENE:8029	CUBN
NCBIGENE:23025	UNC13A
NCBIGENE:7259	TSPYL1
NCBIGENE:5176	SERPINF1
NCBIGENE:5345	SERPINF2
NCBIGENE:6664	SOX11
NCBIGENE:112817	HOGA1
NCBIGENE:6663	SOX10
NCBIGENE:201294	UNC13D
NCBIGENE:274	BIN1
NCBIGENE:8192	CLPP
NCBIGENE:3730	ANOS1
NCBIGENE:710	SERPING1
NCBIGENE:10730	YME1L1
NCBIGENE:3211	HOXB1
NCBIGENE:3251	HPRT1
NCBIGENE:55180	LINS1
NCBIGENE:343035	RD3
NCBIGENE:7012	TERC
NCBIGENE:6184	RPN1
NCBIGENE:7015	TERT
NCBIGENE:5885	RAD21
NCBIGENE:871	SERPINH1
NCBIGENE:80704	SLC19A3
NCBIGENE:113189	CHST14
NCBIGENE:79932	KIAA0319L
NCBIGENE:6239	RREB1
NCBIGENE:1991	ELANE
NCBIGENE:10560	SLC19A2
NCBIGENE:5940	RBMY1A1
NCBIGENE:389207	GRXCR1
NCBIGENE:643226	GRXCR2
NCBIGENE:6768	ST14
NCBIGENE:65057	ACD
NCBIGENE:1636	ACE
NCBIGENE:7700	ZNF141
NCBIGENE:5962	RDX
NCBIGENE:9325	TRIP4
NCBIGENE:4524	MTHFR
NCBIGENE:65109	UPF3B
NCBIGENE:673	BRAF
NCBIGENE:990	CDC6
NCBIGENE:2746	GLUD1
NCBIGENE:7292	TNFSF4
NCBIGENE:4967	OGDH
NCBIGENE:9094	UNC119
NCBIGENE:5972	REN
NCBIGENE:5274	SERPINI1
NCBIGENE:100	ADA
NCBIGENE:5979	RET
NCBIGENE:12	SERPINA3
NCBIGENE:3702	ITK
NCBIGENE:5265	SERPINA1
NCBIGENE:4968	OGG1
NCBIGENE:1213	CLTC
NCBIGENE:132	ADK
NCBIGENE:6729	SRP54
NCBIGENE:6942	TCF20
NCBIGENE:56776	FMN2
NCBIGENE:866	SERPINA6
NCBIGENE:3621	ING1
NCBIGENE:6906	SERPINA7
NCBIGENE:3955	LFNG
NCBIGENE:81603	TRIM8
NCBIGENE:25778	DSTYK
NCBIGENE:8048	CSRP3
NCBIGENE:23321	TRIM2
NCBIGENE:340419	RSPO2
NCBIGENE:284654	RSPO1
NCBIGENE:343637	RSPO4
NCBIGENE:84868	HAVCR2
NCBIGENE:6748	SSR4
NCBIGENE:3459	IFNGR1
NCBIGENE:3460	IFNGR2
NCBIGENE:7134	TNNC1
NCBIGENE:6938	TCF12
NCBIGENE:5078	PAX4
NCBIGENE:54790	TET2
NCBIGENE:5077	PAX3
NCBIGENE:5080	PAX6
NCBIGENE:5079	PAX5
NCBIGENE:8710	SERPINB7
NCBIGENE:570	BAAT
NCBIGENE:8492	PRSS12
NCBIGENE:5271	SERPINB8
NCBIGENE:5076	PAX2
NCBIGENE:5075	PAX1
NCBIGENE:5269	SERPINB6
NCBIGENE:56246	MRAP
NCBIGENE:22808	MRAS
NCBIGENE:64423	INF2
NCBIGENE:7849	PAX8
NCBIGENE:5081	PAX7
NCBIGENE:3712	IVD
NCBIGENE:5083	PAX9
NCBIGENE:5995	RGR
NCBIGENE:10262	SF3B4
NCBIGENE:9150	CTDP1
NCBIGENE:462	SERPINC1
NCBIGENE:174	AFP
NCBIGENE:6007	RHD
NCBIGENE:1144	CHRND
NCBIGENE:3998	LMAN1
NCBIGENE:1146	CHRNG
NCBIGENE:6731	SRP72
NCBIGENE:1145	CHRNE
NCBIGENE:6010	RHO
NCBIGENE:6309	SC5D
NCBIGENE:175	AGA
NCBIGENE:23451	SF3B1
NCBIGENE:23476	BRD4
NCBIGENE:51741	WWOX
NCBIGENE:2972	BRF1
NCBIGENE:55750	AGK
NCBIGENE:178	AGL
NCBIGENE:54820	NDE1
NCBIGENE:2328	FMO3
NCBIGENE:183	AGT
NCBIGENE:404672	GTF2H5
NCBIGENE:113179	ADAT3
NCBIGENE:60509	AGBL5
NCBIGENE:123624	AGBL1
NCBIGENE:219844	HYLS1
NCBIGENE:6005	RHAG
NCBIGENE:3623	INHA
NCBIGENE:9037	SEMA5A
NCBIGENE:1131	CHRM3
NCBIGENE:8526	DGKE
NCBIGENE:51761	ATP8A2
NCBIGENE:7991	TUSC3
NCBIGENE:1501	CTNND2
NCBIGENE:2332	FMR1
NCBIGENE:1500	CTNND1
NCBIGENE:3674	ITGA2B
NCBIGENE:56247	FMR3
NCBIGENE:196	AHR
NCBIGENE:26090	ABHD12
NCBIGENE:347688	TUBB8
NCBIGENE:1001	CDH3
NCBIGENE:999	CDH1
NCBIGENE:10381	TUBB3
NCBIGENE:389434	IYD
NCBIGENE:81027	TUBB1
NCBIGENE:56916	SMARCAD1
NCBIGENE:6757	SSX2
NCBIGENE:2992	GYG1
NCBIGENE:6756	SSX1
NCBIGENE:7007	TECTA
NCBIGENE:3973	LHCGR
NCBIGENE:84504	NKX6-2
NCBIGENE:6201	RPS7
NCBIGENE:84706	GPT2
NCBIGENE:9049	AIP
NCBIGENE:3921	RPSA
NCBIGENE:4286	MITF
NCBIGENE:10293	TRAIP
NCBIGENE:783	CACNB2
NCBIGENE:785	CACNB4
NCBIGENE:8754	ADAM9
NCBIGENE:23043	TNIK
NCBIGENE:6006	RHCE
NCBIGENE:4853	NOTCH2
NCBIGENE:4854	NOTCH3
NCBIGENE:9820	CUL7
NCBIGENE:1786	DNMT1
NCBIGENE:4851	NOTCH1
NCBIGENE:2235	FECH
NCBIGENE:8452	CUL3
NCBIGENE:203	AK1
NCBIGENE:204	AK2
NCBIGENE:3708	ITPR1
NCBIGENE:3709	ITPR2
NCBIGENE:122481	AK7
NCBIGENE:2961	GTF2E2
NCBIGENE:221264	AK9
NCBIGENE:64837	KLC2
NCBIGENE:9531	BAG3
NCBIGENE:64581	CLEC7A
NCBIGENE:5660	PSAP
NCBIGENE:112939	NACC1
NCBIGENE:3490	IGFBP7
NCBIGENE:9526	MPDU1
NCBIGENE:1861	TOR1A
NCBIGENE:5205	ATP8B1
NCBIGENE:7466	WFS1
NCBIGENE:10188	TNK2
NCBIGENE:253017	TECRL
NCBIGENE:1021	CDK6
NCBIGENE:9935	MAFB
NCBIGENE:1019	CDK4
NCBIGENE:213	ALB
NCBIGENE:1717	DHCR7
NCBIGENE:51807	TUBA8
NCBIGENE:55135	WRAP53
NCBIGENE:238	ALK
NCBIGENE:26191	PTPN22
NCBIGENE:4976	OPA1
NCBIGENE:25942	SIN3A
NCBIGENE:80207	OPA3
NCBIGENE:4977	OPA2
NCBIGENE:54768	HYDIN
NCBIGENE:268	AMH
NCBIGENE:2542	SLC37A4
NCBIGENE:202018	TAPT1
NCBIGENE:81693	AMN
NCBIGENE:2879	GPX4
NCBIGENE:84570	COL25A1
NCBIGENE:60528	ELAC2
NCBIGENE:275	AMT
NCBIGENE:124512	METTL23
NCBIGENE:6101	RP1
NCBIGENE:22947	DUX4L1
NCBIGENE:6102	RP2
NCBIGENE:7187	TRAF3
NCBIGENE:7189	TRAF6
NCBIGENE:114327	EFHC1
NCBIGENE:283	ANG
NCBIGENE:6100	RP9
NCBIGENE:9187	SLC24A1
NCBIGENE:10725	NFAT5
NCBIGENE:123041	SLC24A4
NCBIGENE:729238	SFTPA2
NCBIGENE:10512	SEMA3C
NCBIGENE:223117	SEMA3D
NCBIGENE:101928376	IL12A-AS1
NCBIGENE:81622	UNC93B1
NCBIGENE:10371	SEMA3A
NCBIGENE:9723	SEMA3E
NCBIGENE:8270	LAGE3
NCBIGENE:80067	DCAF17
NCBIGENE:7136	TNNI2
NCBIGENE:7137	TNNI3
NCBIGENE:10369	CACNG2
NCBIGENE:64218	SEMA4A
NCBIGENE:23259	DDHD2
NCBIGENE:6165	RPL35A
NCBIGENE:5781	PTPN11
NCBIGENE:80821	DDHD1
NCBIGENE:5784	PTPN14
NCBIGENE:10661	KLF1
NCBIGENE:10111	RAD50
NCBIGENE:5888	RAD51
NCBIGENE:324	APC
NCBIGENE:3614	IMPDH1
NCBIGENE:6674	SPAG1
NCBIGENE:50511	SYCP3
NCBIGENE:653509	SFTPA1
NCBIGENE:2348	FOLR1
NCBIGENE:283652	SLC24A5
NCBIGENE:351	APP
NCBIGENE:6678	SPARC
NCBIGENE:60495	HPSE2
NCBIGENE:112858	TP53RK
NCBIGENE:118429	ANTXR2
NCBIGENE:84168	ANTXR1
NCBIGENE:6247	RS1
NCBIGENE:5977	DPF2
NCBIGENE:567	B2M
NCBIGENE:51778	MYOZ2
NCBIGENE:50937	CDON
NCBIGENE:340024	SLC6A19
NCBIGENE:348932	SLC6A18
NCBIGENE:388662	SLC6A17
NCBIGENE:3431	SP110
NCBIGENE:6556	SLC11A1
NCBIGENE:4891	SLC11A2
NCBIGENE:860	RUNX2
NCBIGENE:861	RUNX1
NCBIGENE:388962	BOLA3
NCBIGENE:51057	WDPCP
NCBIGENE:501	ALDH7A1
NCBIGENE:9894	TELO2
NCBIGENE:2995	GYPC
NCBIGENE:3321	IGSF3
NCBIGENE:81562	LMAN2L
NCBIGENE:4128	MAOA
NCBIGENE:3547	IGSF1
NCBIGENE:170302	ARX
NCBIGENE:160418	TMTC3
NCBIGENE:9622	KLK4
NCBIGENE:54716	SLC6A20
NCBIGENE:8879	SGPL1
NCBIGENE:9791	PTDSS1
NCBIGENE:6683	SPAST
NCBIGENE:1801	DPH1
NCBIGENE:56623	INPP5E
NCBIGENE:51763	INPP5K
NCBIGENE:435	ASL
NCBIGENE:116150	NUS1
NCBIGENE:81620	CDT1
NCBIGENE:1041	CDSN
NCBIGENE:53335	BCL11A
NCBIGENE:3643	INSR
NCBIGENE:9949	AMMECR1
NCBIGENE:63924	CIDEC
NCBIGENE:6770	STAR
NCBIGENE:83932	SPRTN
NCBIGENE:472	ATM
NCBIGENE:8314	BAP1
NCBIGENE:4838	NODAL
NCBIGENE:545	ATR
NCBIGENE:27130	INVS
NCBIGENE:100144748	KLLN
NCBIGENE:6261	RYR1
NCBIGENE:6262	RYR2
NCBIGENE:3052	HCCS
NCBIGENE:7436	VLDLR
NCBIGENE:2998	GYS2
NCBIGENE:2997	GYS1
NCBIGENE:3094	HINT1
NCBIGENE:7345	UCHL1
NCBIGENE:549	AUH
NCBIGENE:750	GAS8-AS1
NCBIGENE:57061	HYMAI
NCBIGENE:7030	TFE3
NCBIGENE:7942	TFEB
NCBIGENE:399	RHOH
NCBIGENE:8546	AP3B1
NCBIGENE:54756	IL17RD
NCBIGENE:84818	IL17RC
NCBIGENE:8120	AP3B2
NCBIGENE:23765	IL17RA
NCBIGENE:5892	RAD51D
NCBIGENE:5889	RAD51C
NCBIGENE:29922	NME7
NCBIGENE:7138	TNNT1
NCBIGENE:51314	NME8
NCBIGENE:7139	TNNT2
NCBIGENE:7140	TNNT3
NCBIGENE:551	AVP
NCBIGENE:4137	MAPT
NCBIGENE:1776	DNASE1L3
NCBIGENE:10982	MAPRE2
NCBIGENE:7148	TNXB
NCBIGENE:22906	TRAK1
NCBIGENE:23316	CUX2
NCBIGENE:139411	PTCHD1
NCBIGENE:1523	CUX1
NCBIGENE:9851	KIAA0753
NCBIGENE:1495	CTNNA1
NCBIGENE:8438	RAD54L
NCBIGENE:29119	CTNNA3
NCBIGENE:5903	RANBP2
NCBIGENE:23512	SUZ12
NCBIGENE:1761	DMRT1
NCBIGENE:8943	AP3D1
NCBIGENE:58524	DMRT3
NCBIGENE:4141	MARS
NCBIGENE:25782	RAB3GAP2
NCBIGENE:1499	CTNNB1
NCBIGENE:27077	B9D1
NCBIGENE:80776	B9D2
NCBIGENE:22930	RAB3GAP1
NCBIGENE:55240	STEAP3
NCBIGENE:83715	ESPN
NCBIGENE:9343	EFTUD2
NCBIGENE:5723	PSPH
NCBIGENE:2693	GHSR
NCBIGENE:64241	ABCG8
NCBIGENE:64240	ABCG5
NCBIGENE:284252	KCTD1
NCBIGENE:646960	PRSS56
NCBIGENE:154881	KCTD7
NCBIGENE:8813	DPM1
NCBIGENE:8818	DPM2
NCBIGENE:57190	SELENON
NCBIGENE:54344	DPM3
NCBIGENE:1284	COL4A2
NCBIGENE:1282	COL4A1
NCBIGENE:1286	COL4A4
NCBIGENE:1285	COL4A3
NCBIGENE:1288	COL4A6
NCBIGENE:1287	COL4A5
NCBIGENE:23746	AIPL1
NCBIGENE:1439	CSF2RB
NCBIGENE:6789	STK4
NCBIGENE:1438	CSF2RA
NCBIGENE:259232	NALCN
NCBIGENE:1804	DPP6
NCBIGENE:91039	DPP9
NCBIGENE:79784	MYH14
NCBIGENE:4629	MYH11
NCBIGENE:79955	PDZD7
NCBIGENE:4089	SMAD4
NCBIGENE:6491	STIL
NCBIGENE:4088	SMAD3
NCBIGENE:79058	ASPSCR1
NCBIGENE:122402	TDRD9
NCBIGENE:9411	ARHGAP29
NCBIGENE:4093	SMAD9
NCBIGENE:55764	IFT122
NCBIGENE:144568	A2ML1
NCBIGENE:4091	SMAD6
NCBIGENE:2099	ESR1
NCBIGENE:83478	ARHGAP24
NCBIGENE:2100	ESR2
NCBIGENE:56606	SLC2A9
NCBIGENE:57514	ARHGAP31
NCBIGENE:389421	LIN28B
NCBIGENE:23268	DNMBP
NCBIGENE:8013	NR4A3
NCBIGENE:55054	ATG16L1
NCBIGENE:4125	MAN2B1
NCBIGENE:5826	ABCD4
NCBIGENE:2683	B4GALT1
NCBIGENE:6513	SLC2A1
NCBIGENE:6514	SLC2A2
NCBIGENE:6515	SLC2A3
NCBIGENE:5311	PKD2
NCBIGENE:407053	MIR96
NCBIGENE:5310	PKD1
NCBIGENE:29925	GMPPB
NCBIGENE:285440	CYP4V2
NCBIGENE:29926	GMPPA
NCBIGENE:215	ABCD1
NCBIGENE:8462	KLF11
NCBIGENE:1244	ABCC2
NCBIGENE:5740	PTGIS
NCBIGENE:63932	CXORF56
NCBIGENE:6833	ABCC8
NCBIGENE:92935	MARS2
NCBIGENE:368	ABCC6
NCBIGENE:85015	USP45
NCBIGENE:10060	ABCC9
NCBIGENE:7046	TGFBR1
NCBIGENE:7048	TGFBR2
NCBIGENE:7049	TGFBR3
NCBIGENE:3458	IFNG
NCBIGENE:6295	SAG
NCBIGENE:11285	B4GALT7
NCBIGENE:79648	MCPH1
NCBIGENE:816	CAMK2B
NCBIGENE:10021	HCN4
NCBIGENE:815	CAMK2A
NCBIGENE:11274	USP18
NCBIGENE:85465	SELENOI
NCBIGENE:2065	ERBB3
NCBIGENE:2066	ERBB4
NCBIGENE:9294	S1PR2
NCBIGENE:9860	LRIG2
NCBIGENE:4595	MUTYH
NCBIGENE:9211	LGI1
NCBIGENE:3476	IGBP1
NCBIGENE:79991	STN1
NCBIGENE:26229	B3GAT3
NCBIGENE:163175	LGI4
NCBIGENE:126695	KDF1
NCBIGENE:81848	SPRY4
NCBIGENE:200576	PIKFYVE
NCBIGENE:7512	XPNPEP2
NCBIGENE:63929	XPNPEP3
NCBIGENE:6742	SSBP1
NCBIGENE:348980	HCN1
DOID:0001816	Hemangiosarcoma
DOID:0001816	Angiosarcoma non-metastatic
DOID:0002116	Pterygium
DOID:0014667	Metabolic Diseases
DOID:0040084	Streptococcal pneumonia
DOID:0040085	Sepsis
DOID:0040086	BK virus nephropathy
DOID:0040091	Autoimmune pancreatitis
DOID:0040092	Juvenile ankylosing spondylitis
DOID:0040097	Autoimmune vasculitis
DOID:0040098	Pemphigoid Gestationis
DOID:0040099	Skin Diseases, Vascular
DOID:0040099	Livedoid vasculitis
DOID:0040100	Insulin autoimmune syndrome
DOID:0050012	Chikungunya Fever
DOID:0050052	Rocky Mountain Spotted Fever
DOID:0050083	Keshan disease
DOID:0050118	La Crosse Encephalitis
DOID:0050120	Familial Hemophagocytic Lymphocytosis
DOID:0050120	Lymphohistiocytosis, Hemophagocytic
DOID:0050120	Hemophagocytic Syndrome
DOID:0050127	Sinusitis
DOID:0050133	Tinea
DOID:0050133	Dermatomycoses
DOID:0050133	Dermatophytosis
DOID:0050138	Elephantiasis
DOID:0050144	Kartagener Syndrome
DOID:0050144	Ciliary Dyskinesia, Primary, 1, With Or Without Situs Inversus
DOID:0050145	Chronic adenoiditis
DOID:0050148	Laryngotracheitis
DOID:0050152	Aspiration Pneumonia
DOID:0050152	Aspiration pneumonitis
DOID:0050156	Usual Interstitial Pneumonia
DOID:0050156	Chronic idiopathic pulmonary fibrosis
DOID:0050156	Idiopathic Pulmonary Fibrosis
DOID:0050156	Hamman-Rich Disease
DOID:0050156	Familial Idiopathic Pulmonary Fibrosis
DOID:0050156	Hamman-Rich syndrome
DOID:0050157	Bronchiolitis Obliterans Organizing Pneumonia
DOID:0050158	Desquamative interstitial pneumonia
DOID:0050167	Polyglandular Deficiency Syndrome, Persian-Jewish Type
DOID:0050167	Polyglandular Type I Autoimmune Syndrome
DOID:0050167	Autoimmune Polyendocrinopathy Syndrome, Type I, Autosomal Dominant
DOID:0050168	Autoimmune Syndrome Type II, Polyglandular
DOID:0050169	Lupus Erythematosus, Cutaneous
DOID:0050175	Tick-Borne Encephalitis
DOID:0050185	Erythema Multiforme
DOID:0050214	Lambert-Eaton Myasthenic Syndrome
DOID:0050242	Primary Amebic Meningoencephalitis
DOID:0050256	Angiostrongyliasis
DOID:0050266	Tunga penetrans infestation
DOID:0050289	Fusariosis
DOID:0050304	Aniseikonia
DOID:0050328	Congenital hypothyroidism without goiter
DOID:0050328	Thyroid Agenesis
DOID:0050328	Endemic Cretinism
DOID:0050328	Congenital goiter
DOID:0050328	Congenital atrophy of thyroid
DOID:0050328	Congenital Hypothyroidism
DOID:0050331	Lacrimoauriculodentodigital syndrome
DOID:0050332	Enlarged Vestibular Aqueduct
DOID:0050335	Prolonged Electroretinal Response Suppression
DOID:0050336	Hypophosphatemia
DOID:0050387	NONPAPILLARY RENAL CARCINOMA 1 LOCUS
DOID:0050387	Conventional (Clear Cell) Renal Cell Carcinoma
DOID:0050419	Complement Factor I (C3 inactivator) deficiency
DOID:0050424	Adenomatous Polyposis Coli
DOID:0050425	Restless Legs Syndrome
DOID:0050426	Stevens-Johnson Syndrome
DOID:0050426	Mycoplasma-Induced Stevens-Johnson Syndrome
DOID:0050426	Toxic Epidermal Necrolysis
DOID:0050426	Drug-Induced Stevens Johnson Syndrome
DOID:0050426	Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
DOID:0050427	Xeroderma Pigmentosum
DOID:0050428	Keratoderma, Palmoplantar, Diffuse
DOID:0050428	Palmoplantar Keratosis
DOID:0050428	Hyperkeratosis of the palms and soles and esophageal papillomas
DOID:0050428	PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 1
DOID:0050428	PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL OR DIFFUSE
DOID:0050428	Diffuse palmoplantar keratoderma, Bothnian type
DOID:0050428	PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC
DOID:0050428	Keratosis Palmaris et Plantaris Familiaris
DOID:0050428	Keratoderma, Palmoplantar
DOID:0050429	Keratosis follicularis [Darier-White]
DOID:0050429	Abnormal palmar creases
DOID:0050429	Cutis Laxa
DOID:0050429	Inherited keratosis palmaris et plantaris
DOID:0050429	Other specified congenital malformations of skin
DOID:0050429	Abnormal dermatoglyphic pattern
DOID:0050429	Familial benign pemphigus
DOID:0050429	Rothmund-Thomson syndrome
DOID:0050429	Congenital accessory skin tag
DOID:0050430	Multiple Endocrine Neoplasia Type 2a
DOID:0050430	Multiple endocrine neoplasia Type 2
DOID:0050430	Familial medullary thyroid carcinoma
DOID:0050431	Arrhythmogenic Right Ventricular Dysplasia
DOID:0050431	Uhl anomaly
DOID:0050431	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 1 (disorder)
DOID:0050432	Asperger Syndrome
DOID:0050433	Fatal Familial Insomnia
DOID:0050434	Andersen Syndrome
DOID:0050436	Mulibrey Nanism
DOID:0050437	Glycogen Storage Disease Type IIb
DOID:0050438	Frasier Syndrome
DOID:0050439	Usher Syndrome
DOID:0050439	Usher syndrome, type 1A
DOID:0050439	Usher Syndrome, Type III
DOID:0050439	Usher Syndrome, Type II
DOID:0050440	Familial partial lipodystrophy
DOID:0050440	Familial Partial Lipodystrophy, Type 1
DOID:0050440	Familial Partial Lipodystrophy, Type 3
DOID:0050440	Familial Partial Lipodystrophy, Type 2
DOID:0050441	Sulfatidosis, Juvenile, Austin Type
DOID:0050441	Multiple Sulfatase Deficiency Disease
DOID:0050444	PEROXISOME BIOGENESIS DISORDER 3B
DOID:0050444	Infantile Refsum Disease (disorder)
DOID:0050444	Refsum Disease
DOID:0050445	Rickets, X-Linked Hypophosphatemic
DOID:0050445	Vitamin D-Resistant Rickets, X-Linked
DOID:0050445	Hypophosphatemic Rickets, X-Linked Dominant
DOID:0050445	Familial Hypophosphatemic Rickets
DOID:0050445	Hypophosphatemic Rickets, X-Linked Recessive
DOID:0050448	WHITE SPONGE NEVUS 2
DOID:0050448	Leukokeratosis, Hereditary Mucosal
DOID:0050448	WHITE SPONGE NEVUS 1
DOID:0050448	Leukoplakia, Oral
DOID:0050449	Pachyonychia Congenita
